361211;1
379873;1
379884;1
379895;1
379906;1
379917;1
379928;1
379939;1
379950;1
379961;1
379972;1
379983;0
379994;0
380005;0
380016;0
380027;0
380038;0
380049;0
380060;0
380071;0
380082;0
380093;0
380104;0
380115;0
380126;0
380137;0
380148;0
380159;0
380170;0
380181;0
380192;0
380203;0
380214;0
380225;0
380236;0
380247;0
380258;0
380269;0
380280;0
380291;0
380302;0
380313;0
380324;0
380335;0
380346;0
380357;1
380368;1
380379;1
380390;1
380401;1
380412;1
380423;1
380434;1
380445;1
380456;1
380467;1
380478;1
380489;1
380500;1
380511;1
380522;1
380533;1
380544;1
380555;1
380566;1
380577;1
380588;1
380599;1
380610;1
380621;1
380632;1
380643;1
380654;1
380665;1
380676;1
380687;1
380698;1
380709;1
380720;1
380731;1
380742;1
380753;1
380764;1
380775;1
380786;1
380797;1
380808;1
380819;1
380830;1
380841;1
380852;1
380863;1
380874;1
380885;1
380896;1
380907;1
380918;1
380929;1
380940;0
380951;0
380962;0
380973;0
380984;0
380995;0
381006;0
381017;0
381028;0
381039;0
381050;0
381061;0
381072;0
381083;0
381094;0
381105;0
381116;0
381127;0
381138;0
381149;0
381160;0
381171;0
381182;0
381193;0
381204;0
381215;0
381226;0
381237;0
381248;0
381259;0
381270;0
381281;0
381292;0
381303;0
381314;0
381325;0
381336;0
381347;0
381358;0
381369;0
381380;0
381391;0
381402;0
381413;0
381424;0
381435;0
381446;0
381457;0
381468;0
381479;0
381490;0
381501;0
381512;0
381523;0
381534;0
381545;0
381556;0
381567;0
381578;0
381589;0
381600;0
381611;0
381622;0
381633;0
381644;0
381655;0
381666;0
381677;0
381688;0
381699;0
381710;0
381721;0
381732;0
381743;0
381754;0
381765;0
381776;0
381787;0
381798;0
381809;0
381820;0
381831;0
381842;0
381853;0
381864;0
381875;0
381886;0
381897;0
381908;0
381919;0
381930;1
383634;1
383645;1
383656;1
383667;1
383678;1
383689;1
383700;1
383711;1
383722;1
383733;1
383744;1
383755;0
383766;0
383777;0
383788;0
383799;0
383810;0
383821;0
383832;0
383843;0
383854;0
383865;0
383876;0
383887;0
383898;0
383909;0
383920;0
383931;0
383942;0
383953;0
383964;0
383975;0
383986;0
383997;0
384008;0
384019;0
384030;0
384041;0
384052;0
384063;0
384074;0
384085;0
384096;0
384107;0
384118;0
384129;0
384140;0
384151;0
384162;0
384173;0
384184;1
384195;1
384206;1
384217;1
384228;1
384239;1
384250;1
384261;1
384272;1
384283;1
384294;1
384305;1
384316;1
384327;1
384338;1
384349;1
384360;1
384371;1
384382;1
384393;1
384404;1
384415;1
384426;1
384437;1
384448;1
384459;1
384470;1
384481;1
384492;1
384503;1
384514;1
384525;1
384536;1
384547;1
384558;1
384569;1
384580;1
384591;1
384602;1
384613;1
384624;1
384635;1
384646;1
384657;1
384668;1
384679;1
384690;1
384701;1
384712;1
384723;1
384734;1
384745;1
384756;1
384767;1
384778;1
384789;1
384800;1
384811;1
384822;1
384833;1
384844;1
384855;1
384866;0
384877;0
384888;0
384899;0
384910;0
384921;0
384932;0
384943;0
384954;0
384965;0
384976;0
384987;0
384998;0
385009;0
385020;0
385031;0
385042;0
385053;0
385064;0
385075;0
385086;0
385097;0
385108;0
385119;0
385130;0
385141;0
385152;0
385163;0
385174;0
385185;0
385196;0
385207;0
385218;0
385229;0
385240;0
385251;0
385262;0
385273;0
385284;0
385295;0
385306;0
385317;0
385328;0
385339;0
385350;0
385361;0
385372;0
385383;0
385394;0
385405;0
385416;0
385427;0
385438;0
385449;0
385460;0
385471;0
385482;0
385493;0
385504;0
385515;0
385526;0
385537;0
385548;0
385559;0
385570;0
385581;0
385592;0
385603;0
385614;0
385625;0
385636;0
385647;0
385658;0
385669;0
385680;0
385691;0
385702;0
385713;0
385724;0
385735;0
385746;0
385757;0
385768;0
385779;0
385790;0
385801;0
385812;0
385823;0
385834;0
385845;0
385856;1
388531;1
388542;1
388553;1
388564;1
388575;1
388586;1
388597;1
388608;1
388619;1
388630;1
388641;1
388652;1
388663;1
388674;1
388685;0
388696;0
388707;0
388718;0
388729;0
388740;0
388751;0
388762;0
388773;0
388784;0
388795;0
388806;0
388817;0
388828;0
388839;0
388850;0
388861;0
