298556;1
340769;1
340780;1
340791;1
340802;1
340813;1
340824;1
340835;1
340846;1
340857;1
340868;1
340879;1
340890;1
340901;1
340912;1
340923;1
340934;1
340945;1
340956;1
340967;1
340978;1
340989;1
341000;1
341011;1
341022;1
341033;1
341044;1
341055;1
341066;1
341077;1
341088;1
341099;1
341110;1
341121;1
341132;1
341143;1
341154;1
341165;1
341176;1
341187;1
341198;1
341209;1
341220;1
341231;1
341242;1
341253;1
341264;1
341275;1
341286;1
341297;1
341308;1
341319;1
341330;1
341341;1
341352;1
341363;1
341374;1
341385;1
341396;1
341407;1
341418;1
341429;1
341440;0
341451;0
341462;0
341473;0
341484;0
341495;0
341506;0
341517;0
341528;0
341539;0
341550;0
341561;0
341572;0
341583;0
341594;0
341605;0
341616;0
341627;0
341638;0
341649;0
341660;0
341671;0
341682;0
341693;0
341704;0
341715;0
341726;0
341737;0
341748;0
341759;0
341770;0
341781;0
341792;0
341803;0
341814;0
341825;0
341836;0
341847;0
341858;0
341869;0
341880;0
341891;0
341902;0
341913;0
341924;0
341935;0
341946;0
341957;0
341968;0
341979;0
341990;0
342001;0
342012;0
342023;0
342034;0
342045;0
342056;0
342067;0
342078;0
342089;0
342100;0
342111;0
342122;0
342133;0
342144;0
342155;0
342166;0
342177;0
342188;0
342199;0
342210;0
342221;0
342232;0
342243;0
342254;0
342265;0
342276;0
342287;0
342298;0
342309;0
342320;0
342331;0
342342;0
342353;0
342364;0
342375;0
342386;0
342397;0
342408;0
342419;0
342430;1
344145;1
344156;1
344167;1
344178;1
344189;1
344200;1
344211;1
344222;1
344233;1
344244;1
344255;1
344266;1
344277;1
344288;1
344299;1
344310;1
344321;1
344332;1
344343;1
344354;1
344365;1
344376;1
344387;1
344398;1
344409;1
344420;1
344431;1
344442;1
344453;1
344464;1
344475;1
344486;1
344497;1
344508;1
344519;1
344530;1
344541;1
344552;1
344563;1
344574;1
344585;1
344596;1
344607;1
344618;1
344629;1
344640;1
344651;1
344662;1
344673;1
344684;1
344695;1
344706;1
344717;1
344728;1
344739;1
344750;1
344761;0
344772;0
344783;0
344794;0
344805;0
344816;0
344827;0
344838;0
344849;0
344860;0
344871;0
344882;0
344893;0
344904;0
344915;0
344926;0
344937;0
344948;0
344959;0
344970;0
344981;0
344992;0
345003;0
345014;0
345025;0
345036;0
345047;0
345058;0
345069;0
345080;0
345091;0
345102;0
345113;0
345124;0
345135;0
345146;0
345157;0
345168;0
345179;0
345190;0
345201;0
345212;0
345223;0
345234;0
345245;0
345256;0
345267;0
345278;0
345289;0
345300;0
345311;0
345322;0
345333;0
345344;0
345355;0
345366;0
345377;0
345388;0
345399;0
345410;0
345421;0
345432;0
345443;0
345454;0
345465;0
345476;0
345487;0
345498;0
345509;0
345520;0
345531;0
345542;0
345553;0
345564;0
345575;0
345586;0
345597;0
345608;0
345619;0
345630;0
345641;0
345652;0
345663;0
345674;0
345685;0
345696;0
345707;0
345718;0
345729;0
345740;0
345751;1
347262;1
347273;1
347284;1
347295;1
